hyps,truth,result,ifcorrect,new_pre,new_hyps
0.3753270447802143,0,0,True,0,0.039764672269891804
0.7058362244706935,1,1,True,1,0.9811375857984947
0.8508746311403774,0,1,False,1,0.9999979441417174
0.19981121491772888,0,0,True,0,0.0008899391918577423
0.6121512353420258,1,1,True,1,0.8722029926739288
0.704611916876724,0,1,False,1,0.9806400558370588
0.19976619525292233,0,0,True,0,0.0008890706234049861
0.3034048122688391,1,0,False,0,0.008414744629207698
0.4527714068887594,1,0,False,0,0.17687306668955774
0.42583604446466616,0,0,True,0,0.10698610058183043
0.6580449253925437,0,1,False,1,0.9486282249278842
0.36070443927674534,0,0,True,0,0.029054310768679436
0.20903207024482162,0,0,True,0,0.001086971131723985
0.21471421275863659,0,0,True,0,0.0012295377986618606
0.15841373116432694,0,0,True,0,0.0003625819361906017
0.1160477744661935,0,0,True,0,0.00014465318201199699
0.5548169987302891,0,1,False,1,0.6627727450776649
0.1851435788965664,0,0,True,0,0.0006474333855684557
0.34504919578989857,0,0,True,0,0.02072900834518678
0.33658509173000134,1,0,False,0,0.028301961549454475
0.45038939582598236,1,0,False,0,0.2169819211213921
0.1442735378677392,0,0,True,0,0.0006051812185952159
0.3750244826078415,1,0,False,0,0.060320121018135074
0.46769198138163354,1,0,False,0,0.28149723785070635
0.1118433785842366,1,0,False,0,0.00031622954531577524
0.40719598321103995,1,0,False,0,0.10453516793535958
0.6126892566680908,1,1,True,1,0.8772204527089554
0.4529584774174685,1,0,False,0,0.22584484310965824
0.27348012096926255,0,0,True,0,0.008031832808526694
0.2241250834588675,0,0,True,0,0.002991838260151185
0.10908983054108734,0,0,True,0,0.000299273713881379
0.12229640925633306,0,0,True,0,0.0003898165529385093
0.12664510534648882,0,0,True,0,0.00042526453397301957
0.342031206858602,0,0,True,0,0.03153322689172301
0.1499493248234927,0,0,True,0,0.0006779837576707535
0.10378174207425986,0,0,True,0,0.0002691104745826263
0.08253670714961495,0,0,True,0,0.00017590105143686695
0.1531530719233625,1,0,False,0,0.0010003112516716003
0.13418957446969582,0,0,True,0,0.000709821155805944
0.31560832705497205,1,0,False,0,0.01886809323416634
0.19724881026889066,0,0,True,0,0.00222109002272599
0.19677908201969696,1,0,False,0,0.0022022970968067525
0.31008609162554124,1,0,False,0,0.01707948185857747
0.22741642198941858,0,0,True,0,0.0038331686915279856
0.14767440218118025,0,0,True,0,0.0009059249257074499
0.5690310491000659,0,1,False,1,0.6492924375017655
0.1645042839982827,1,0,False,0,0.0012283303845094498
0.6113769710063934,1,1,True,1,0.7993430108504479
0.0903697300212814,0,0,True,0,0.0003212756983339427
0.31886447966098785,0,0,True,0,0.020008714928908516
0.10812110110670259,0,0,True,0,0.0004429368957404775
0.14764788352114372,0,0,True,0,0.0009054904329532907
0.17102554945070583,0,0,True,0,0.0013821298473674312
0.06549031175504855,0,0,True,0,0.00020483874587558755
0.46665373477869027,0,0,True,0,0.24878567193331397
0.4321392225993454,1,0,False,0,0.1534027228340204
0.5573393073542814,1,1,True,1,0.6193182016195202
0.43230999623171207,0,0,True,0,0.15379064043226548
0.3448076692027613,0,0,True,0,0.03911746856176176
0.5811881235524023,1,1,True,1,0.7101526518249172
0.18168763071013955,0,0,True,0,0.002278475855540374
0.14168175871928707,0,0,True,0,0.0011326003300371754
0.34779422739947236,1,0,False,0,0.04118226903771871
0.2167036900492264,0,0,True,0,0.004200777820559012
0.2896590879153646,0,0,True,0,0.015014120976865265
0.12683128454323744,0,0,True,0,0.0008737518193402937
0.2691600679263443,0,0,True,0,0.01049996281162872
0.2049709970171028,0,0,True,0,0.003422247035155913
0.1658915434268987,0,0,True,0,0.0017289557546349573
0.2691553965014804,0,0,True,0,0.010499106728425998
0.2915888007783506,1,0,False,0,0.015527824360342623
0.3461827887317789,1,0,False,0,0.032423000782829864
0.3902938770880432,0,0,True,0,0.06786176413026115
0.3124325043712451,0,0,True,0,0.017587742972219652
0.5261788115159248,1,1,True,0,0.46420954617102955
0.46824443216347167,1,0,False,0,0.23159438442742636
0.4383029209895431,0,0,True,0,0.14867594817393015
0.46913522806069563,0,0,True,0,0.23449612348362148
0.23503171091514524,0,0,True,0,0.00429711846532115
0.3104608783663536,1,0,False,0,0.016968694817620852
0.5104973944685192,1,1,True,0,0.3950166252583449
0.49760228395462036,0,0,True,0,0.34259069252039775
0.26938161720089426,0,0,True,0,0.008034610950068043
0.1681830329042524,0,0,True,0,0.001270850335905995
0.13467248465592285,0,0,True,0,0.0006900092898843402
0.3012375970386259,0,0,True,0,0.014348761404619484
0.3031146975304595,0,0,True,0,0.014847105017181849
0.18645356150906944,0,0,True,0,0.001772987123214852
